Species;Strategy;Population;Year;Pollinarium_removal;Fruit_set;Height;N_Flowers;N_Fruits;Fruit_fail;Pollinia_missing;Pollinia_not_removed;Labellum_lenght;Labellum_width;Petal_lenght;Petal_width;Inbreeding_Fruit_set;Inbreeding_Seed_viability;Inbreeding_Cumulative;Pollen_limitation
A. longicornu;Food-deceptive;Llucmajor;2017;0.5;0;11.9;4;0;4;4;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.5;0;9.9;6;0;6;6;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.5;0;6.9;3;0;3;3;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.5;0.1;26.4;10;1;9;10;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.5;0.125;29.3;8;1;7;8;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.5;0.125;23.2;8;1;7;8;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.5;0.142857143;22.5;7;1;6;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.5;0.142857143;18.6;7;1;6;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.5;0.166666667;28;6;1;5;6;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.5;0.166666667;21.1;6;1;5;6;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.5;0.2;24.1;5;1;4;5;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.5;0.2;21.4;5;1;4;5;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.5;0.2;20.1;5;1;4;5;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.5;0.2;11.5;5;1;4;5;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.5;0.222222222;32.2;9;2;7;9;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.5;0.25;18.2;4;1;3;4;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.5;0.25;14.5;4;1;3;4;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.5;0.25;14;4;1;3;4;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.5;0.25;11.8;4;1;3;4;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.5;0.25;10.1;4;1;3;4;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.5;0.277777778;41.8;18;5;13;18;18;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.5;0.285714286;26.5;7;2;5;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.5;0.285714286;22.5;7;2;5;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.5;0.333333333;23.6;6;2;4;6;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.5;0.333333333;21.9;9;3;6;9;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.5;0.333333333;21.4;6;2;4;6;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.5;0.333333333;20.1;3;1;2;3;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.5;0.333333333;18.1;3;1;2;3;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.5;0.375;29.9;8;3;5;8;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.5;0.375;21.6;8;3;5;8;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.5;0.384615385;28.2;13;5;8;13;13;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.5;0.4;15.7;10;4;6;10;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.5;0.428571429;29.6;7;3;4;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.5;0.428571429;18.2;7;3;4;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.5;0.428571429;14.6;7;3;4;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.5;0.5;23.1;4;2;2;4;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.5;0.5;22.9;6;3;3;6;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.5;0.5;11.9;2;1;1;2;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.5;0.571428571;16.8;7;4;3;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.5;0.6;24.5;10;6;4;10;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.5;0.6;24.1;10;6;4;10;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.5;0.6;17.1;5;3;2;5;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.5;0.666666667;22;3;2;1;3;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.5;0.666666667;20.2;3;2;1;3;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.5;0.666666667;11.1;3;2;1;3;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.5;0.7;11.4;10;7;3;10;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.5;0.714285714;23.1;7;5;2;7;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.5;0.8;26.1;5;4;1;5;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.5;0.8;21.6;5;4;1;5;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.5;1;20.1;1;1;0;1;1;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.5;1;17.1;3;3;0;3;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.538461538;0.416666667;34.7;12;5;7;13;11;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.55;0.25;27.2;8;2;6;9;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.55;0.8;30;10;8;2;11;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.555555556;0;26.6;9;0;9;10;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.555555556;0.111111111;23.6;9;1;8;10;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.555555556;0.5;19.2;8;4;4;9;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.5625;0;23.9;9;0;9;10;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.5625;0.25;28.1;8;2;6;9;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.5625;0.285714286;23.1;7;2;5;8;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.5625;0.833333333;21.9;6;5;1;7;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.571428571;0.142857143;17.5;7;1;6;8;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.571428571;0.25;15.1;8;2;6;9;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.571428571;0.428571429;25;7;3;4;8;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.571428571;0.571428571;16.5;7;4;3;8;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.571428571;0.571428571;15.6;7;4;3;8;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.571428571;0.666666667;23.5;6;4;2;7;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.583333333;0.5;24.2;6;3;3;7;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.590909091;0.111111111;18.9;9;1;8;11;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.6;0;23.6;6;0;6;7;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.6;0;22;5;0;5;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.6;0;19.7;5;0;5;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.6;0;19.1;5;0;5;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.6;0;16.4;5;0;5;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.6;0;13.6;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.6;0;13.1;5;0;5;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.6;0;12.5;7;0;7;8;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.6;0.166666667;28.1;6;1;5;7;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.6;0.2;18.1;5;1;4;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.6;0.2;13.9;5;1;4;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.6;0.2;10.1;5;1;4;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.6;0.333333333;29.5;6;2;4;7;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.6;0.5;21.3;4;2;2;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.6;0.5;20.7;10;5;5;12;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.6;0.6;32.3;5;3;2;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.6;0.6;17.2;5;3;2;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.6;0.6;13.3;5;3;2;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.6;0.8;7.1;5;4;1;6;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.611111111;0.363636364;20.4;11;4;7;13;9;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.615384615;0.384615385;34.5;13;5;8;16;10;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.625;0;26.6;9;0;9;11;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.625;0;20.5;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.625;0;20.4;3;0;3;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.625;0;15.4;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.625;0;15.2;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.625;0;15;7;0;7;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.625;0;11.3;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.625;0;10.6;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.625;0.125;19.8;8;1;7;10;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.625;0.142857143;21.4;7;1;6;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.625;0.25;23.9;8;2;6;10;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.625;0.25;22.1;4;1;3;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.625;0.25;13.3;4;1;3;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.625;0.25;10.2;4;1;3;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.625;0.285714286;11.6;7;2;5;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.625;0.375;26.4;8;3;5;10;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.625;0.5;27.1;4;2;2;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.625;0.5;8.7;4;2;2;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.625;0.571428571;24;7;4;3;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.625;0.75;17.5;4;3;1;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.636363636;0.1;17.2;10;1;9;13;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.642857143;0;22;7;0;7;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.642857143;0;12.7;7;0;7;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.642857143;0.142857143;24.4;7;1;6;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.642857143;0.25;16;8;2;6;10;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.642857143;0.285714286;18.2;7;2;5;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.642857143;0.428571429;23;7;3;4;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.642857143;0.5;26.4;8;4;4;10;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.642857143;0.5;25.6;6;3;3;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.642857143;0.714285714;26.9;7;5;2;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.642857143;0.714285714;21;7;5;2;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.642857143;0.714285714;9.1;7;5;2;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.65;0.3;28.7;10;3;7;13;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.65;0.6;36.9;10;6;4;13;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.666666666;0.666666667;12.6;3;2;1;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.666666667;0;27.1;3;0;3;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.666666667;0;23.5;6;0;6;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.666666667;0;22.3;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.666666667;0;21;7;0;7;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.666666667;0;20.6;6;0;6;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2017;0.666666667;0;16.5;3;0;3;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.666666667;0;16.2;3;0;3;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.666666667;0;15.2;3;0;3;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.666666667;0;13.7;4;0;4;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.666666667;0;12.9;5;0;5;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.666666667;0;12.2;3;0;3;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.666666667;0;12;3;0;3;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.666666667;0.166666667;27;6;1;5;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.666666667;0.166666667;25.5;6;1;5;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.666666667;0.166666667;15.8;6;1;5;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.666666667;0.181818182;23.6;11;2;9;15;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.666666667;0.181818182;17.9;11;2;9;15;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2014;0.666666667;0.222222222;25.2;9;2;7;12;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.666666667;0.25;26.7;4;1;3;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.666666667;0.333333333;27.6;3;1;2;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.666666667;0.333333333;20.9;3;1;2;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.666666667;0.333333333;17.4;3;1;2;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.666666667;0.333333333;16.6;3;1;2;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.666666667;0.333333333;16.4;6;2;4;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.666666667;0.333333333;11.4;3;1;2;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.666666667;0.375;23.2;8;3;5;11;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.666666667;0.4;22;5;2;3;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.666666667;0.428571429;19.4;7;3;4;9;5;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2015;0.666666667;0.5;25.4;6;3;3;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.666666667;0.5;20.4;4;2;2;5;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.666666667;0.583333333;10.1;12;7;5;16;8;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.666666667;0.666666667;29.6;6;4;2;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.666666667;0.666666667;17.1;6;4;2;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2017;0.666666667;0.666666667;12.5;3;2;1;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2014;0.666666667;0.833333333;22.1;6;5;1;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2014;0.666666667;0.833333333;18;6;5;1;8;4;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2016;0.666666667;1;14.5;3;3;0;4;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2015;0.6875;0;24.1;5;0;5;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.6875;0.090909091;30.1;11;1;10;15;7;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.7;0;22.3;5;0;5;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Portol;2015;0.7;0;22.1;5;0;5;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2017;0.7;0;17;5;0;5;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Llucmajor;2015;0.7;0.1;35.9;10;1;9;14;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.7;0.2;24.5;5;1;4;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.7;0.2;16.8;10;2;8;14;6;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2017;0.7;0.4;23.1;5;2;3;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2016;0.7;0.4;22.9;5;2;3;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Bellver;2015;0.7;0.4;22.3;5;2;3;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Doblons;2014;0.7;0.4;20.6;5;2;3;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2017;0.7;0.4;20.1;5;2;3;7;3;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
A. longicornu;Food-deceptive;Mondrago;2014;0.7;0.5;19.8;4;2;2;6;2;7.3;10.1;5.4;1.4;0.14;0.35;0.43;0.79
